trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
224,False,"{'a': 0.1, 'e': 0.10632818368521114}",25,8,33.76107257391024,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.1, 'e': 0.10526490184835903}",25,20,11.786694959272126,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.1, 'e': 0.10421225282987544}",20,11,15.440893063514755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.1, 'e': 0.10317013030157668}",20,6,19.708986003194575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.1, 'e': 0.10213842899856092}",20,6,26.509809766257973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.1, 'e': 0.10111704470857531}",30,19,-12.74696597450746,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
230,False,"{'a': 0.1, 'e': 0.10010587426148955}",20,3,8.109325787829954,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.1, 'e': 0.09910481551887466}",30,20,19.700897214902934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.1, 'e': 0.0981137673636859}",20,6,26.224947557848157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.1, 'e': 0.09713262969004906}",20,3,-10.10462037922098,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.1, 'e': 0.09616130339314856}",30,18,14.488481663050745,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.1, 'e': 0.09519969035921708}",30,17,24.528016083131348,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.1, 'e': 0.0942476934556249}",20,14,11.282185330337946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.1, 'e': 0.09330521652106866}",35,26,16.770851539951153,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.1, 'e': 0.09237216435585796}",20,11,16.016788552732518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.1, 'e': 0.09144844271229938}",30,15,31.777891986939945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.1, 'e': 0.0905339582851764}",30,14,15.421249042220364,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.1, 'e': 0.08962861870232462}",30,19,13.691131240239478,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.1, 'e': 0.08873233251530138}",25,13,20.77179177086705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.1, 'e': 0.08784500919014836}",20,16,7.800321144020688,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.1, 'e': 0.08696655909824688}",20,9,-19.817920375715342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.1, 'e': 0.0860968935072644}",25,14,10.075760887765268,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.1, 'e': 0.08523592457219176}",20,8,14.088181201641662,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.1, 'e': 0.08438356532646984}",25,15,12.550834441606284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.1, 'e': 0.08353972967320515}",35,19,9.572961213421463,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.1, 'e': 0.0827043323764731}",30,8,-0.9806543406922965,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
250,False,"{'a': 0.1, 'e': 0.08187728905270836}",25,11,27.260946629591515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.1, 'e': 0.08105851616218128}",25,8,-15.691866812826813,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.1, 'e': 0.08024793100055946}",30,13,21.93422980009052,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.1, 'e': 0.07944545169055386}",25,12,22.2540766505547,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.1, 'e': 0.07865099717364833}",20,11,19.21245748487001,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.1, 'e': 0.07786448720191184}",20,12,16.611217516949285,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.1, 'e': 0.07708584232989273}",35,15,40.09224946266427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.1, 'e': 0.0763149839065938}",30,17,23.64017032319829,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.1, 'e': 0.07555183406752786}",20,4,-17.46528599517435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
259,False,"{'a': 0.1, 'e': 0.07479631572685258}",25,19,11.22077666325287,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.1, 'e': 0.07404835256958406}",25,11,24.14703515165863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.1, 'e': 0.07330786904388821}",20,0,30.524370930072326,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.1, 'e': 0.07257479035344933}",20,1,16.469317804914315,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.1, 'e': 0.07184904244991484}",20,9,11.435257507949686,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.1, 'e': 0.07113055202541568}",30,11,21.654394198999043,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.1, 'e': 0.07041924650516153}",30,13,22.88695816689739,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.1, 'e': 0.06971505404010991}",30,15,26.766210367980726,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.1, 'e': 0.06901790349970881}",25,12,25.518558098202774,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.1, 'e': 0.06832772446471172}",25,8,33.192667062660334,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.1, 'e': 0.0676444472200646}",30,14,27.97723339379126,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.1, 'e': 0.06696800274786396}",30,17,18.541915014131575,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.1, 'e': 0.06629832272038531}",20,8,20.592685126547654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.1, 'e': 0.06563533949318147}",25,15,21.762460665714606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.1, 'e': 0.06497898609824965}",20,0,-6.114288219625837,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
274,False,"{'a': 0.1, 'e': 0.06432919623726716}",25,15,7.4551519162394,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.1, 'e': 0.06368590427489448}",25,14,18.85243083221959,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.1, 'e': 0.06304904523214554}",25,15,19.281826820972746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.1, 'e': 0.06241855477982408}",20,8,21.483691702866714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.1, 'e': 0.06179436923202584}",20,14,12.806170168920186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.1, 'e': 0.06117642553970558}",25,9,28.200650336064694,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.1, 'e': 0.06056466128430853}",25,11,22.915064595960693,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.1, 'e': 0.05995901467146544}",20,3,18.23569637889102,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.1, 'e': 0.059359424524750785}",30,23,13.186077928729006,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.1, 'e': 0.05876583027950327}",20,7,20.30420276059518,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.1, 'e': 0.05817817197670824}",25,18,14.107269041342452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.1, 'e': 0.05759639025694116}",25,5,31.7163980565483,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.1, 'e': 0.057020426354371746}",20,13,11.769846638361411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.1, 'e': 0.05645022209082803}",30,24,10.655019617549986,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.1, 'e': 0.05588571986991975}",20,6,15.461884145176928,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.1, 'e': 0.05532686267122055}",20,16,9.443642068764559,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.1, 'e': 0.05477359404450834}",20,15,8.604018865369804,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.1, 'e': 0.05422585810406326}",30,20,16.75927970087174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.1, 'e': 0.05368359952302263}",25,3,37.01344422359034,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.1, 'e': 0.0531467635277924}",25,4,30.247989550984077,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.1, 'e': 0.05261529589251448}",30,7,44.44465032336258,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.1, 'e': 0.05208914293358933}",20,12,13.568992187305447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.1, 'e': 0.05156825150425344}",20,15,6.358365378337045,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.1, 'e': 0.0510525689892109}",20,6,30.870482369895946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.1, 'e': 0.050542043299318794}",35,25,18.454368889540625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.1, 'e': 0.050036622866325604}",20,6,24.926118496900436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.1, 'e': 0.04953625663766235}",20,11,16.73563347709878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.1, 'e': 0.04904089407128572}",35,15,33.123527687284835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.1, 'e': 0.04855048513057287}",25,13,9.313851810910217,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.1, 'e': 0.04806498027926714}",20,13,14.60131430118076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.1, 'e': 0.047584330476474465}",30,8,36.74129821715913,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.1, 'e': 0.04710848717170972}",20,8,-23.801132241059776,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.1, 'e': 0.04663740229999262}",25,17,15.603350587783456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.1, 'e': 0.046171028276992696}",20,9,20.492958003593362,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.1, 'e': 0.045709317994222766}",35,17,31.06844000990541,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.1, 'e': 0.04525222481428054}",25,12,20.026145822200178,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.1, 'e': 0.04479970256613774}",20,9,19.11771886495802,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.1, 'e': 0.044351705540476356}",20,14,10.458422575234179,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.1, 'e': 0.043908188485071595}",25,13,21.590716349373196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.1, 'e': 0.04346910660022088}",20,10,17.79444698587824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.1, 'e': 0.04303441553421867}",30,13,31.45436144770194,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.1, 'e': 0.04260407137887648}",20,2,-4.5882171701418795,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
316,False,"{'a': 0.1, 'e': 0.04217803066508771}",35,25,20.466101576707512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.1, 'e': 0.04175625035843684}",25,8,30.24849198932199,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.1, 'e': 0.041338687854852466}",25,1,36.497901456148824,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.1, 'e': 0.040925300976303945}",20,11,16.521854661677256,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.1, 'e': 0.0405160479665409}",20,13,15.163407098356824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.1, 'e': 0.040110887486875496}",20,13,15.613796006498013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.1, 'e': 0.03970977861200674}",25,5,32.858716806449515,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.1, 'e': 0.039312680825886674}",30,20,20.35332814800077,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.1, 'e': 0.038919554017627804}",25,20,9.028597496500508,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.1, 'e': 0.03853035847745152}",20,12,14.149882187670167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.1, 'e': 0.03814505489267701}",20,8,9.631978686158917,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.1, 'e': 0.03776360434375024}",20,0,27.56300762880206,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
328,False,"{'a': 0.1, 'e': 0.03738596830031274}",25,14,11.457242964241736,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.1, 'e': 0.03701210861730961}",25,8,27.75011288636835,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.1, 'e': 0.03664198753113651}",25,17,16.213685475706956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.1, 'e': 0.036275567655825146}",20,7,22.873320634743312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.1, 'e': 0.03591281197926689}",20,8,22.289359687686993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.1, 'e': 0.03555368385947423}",30,9,39.404681350833876,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.035198147020879485}",20,16,6.549994577441265,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.1, 'e': 0.03484616555067069}",20,12,15.884558456249565,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.1, 'e': 0.03449770389516398}",25,13,18.640757046145257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.1, 'e': 0.03415272685621234}",25,20,10.936995693854097,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.1, 'e': 0.03381119958765022}",20,10,18.655505818602727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.1, 'e': 0.03347308759177372}",30,12,36.737017157328694,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.1, 'e': 0.03313835671585598}",20,3,30.147353816658853,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.1, 'e': 0.03280697314869742}",20,2,31.753608994745825,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.1, 'e': 0.03247890341721044}",20,6,22.426987356753315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.1, 'e': 0.03215411438303834}",20,14,14.562172618640776,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.1, 'e': 0.031832573239207955}",20,12,15.336790110610227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.1, 'e': 0.031514247506815876}",25,14,22.393381171562815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.1, 'e': 0.031199105031747717}",25,19,11.039561247356833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.1, 'e': 0.03088711398143024}",20,12,11.823283590121276,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.1, 'e': 0.030578242841615935}",20,12,11.436464908422616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.1, 'e': 0.030272460413199778}",25,0,35.49212971315863,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.1, 'e': 0.02996973580906778}",20,0,28.79552610580778,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.1, 'e': 0.0296700384509771}",25,10,17.55077441663962,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.1, 'e': 0.02937333806646733}",30,21,17.614062734843422,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.029079604685802656}",20,15,4.403285252049804,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.1, 'e': 0.02878880863894463}",25,16,4.5237385709388604,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.1, 'e': 0.02850092055255518}",30,22,15.401107521047567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.1, 'e': 0.02821591134702963}",30,15,27.334193244609814,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.1, 'e': 0.027933752233559334}",25,14,19.785392905204603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.027654414711223742}",25,8,29.652119916274362,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.1, 'e': 0.027377870564111503}",30,9,32.24175418255178,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.027104091858470385}",30,12,33.148243330117225,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.1, 'e': 0.026833050939885684}",30,17,26.993679362335296,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.1, 'e': 0.026564720430486827}",20,11,17.332377998111827,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.1, 'e': 0.026299073226181958}",20,13,12.30873153709412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.1, 'e': 0.026036082493920136}",20,8,23.87551687544598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.1, 'e': 0.025775721668980935}",30,21,10.62998156894427,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.1, 'e': 0.025517964452291125}",30,12,36.23392649252669,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.1, 'e': 0.025262784807768213}",30,16,26.933301771330235,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.1, 'e': 0.025010156959690534}",25,10,24.70352392958719,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
